nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,link,latitude,longitude,link_gambar
JungleLand Adventure Theme Park,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.4,31214.0,https://www.google.com/maps/place/JungleLand+Adventure+Theme+Park/data=!4m7!3m6!1s0x2e69c7094bce937d:0x4adbce6cd63515dd!8m2!3d-6.5722214!4d106.8947026!16s%2Fg%2F1hm50d40n!19sChIJfZPOSwnHaS4R3RU11mzO20o?authuser=0&hl=id&rclk=1,-6.5722214,106.8947026,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Taman Fathan Hambalang,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.0,4861.0,https://www.google.com/maps/place/Taman+Fathan+Hambalang/data=!4m7!3m6!1s0x2e69c17136f4205f:0x22e4edc2296f993d!8m2!3d-6.5409232!4d106.8855729!16s%2Fg%2F11j23nz5cc!19sChIJXyD0NnHBaS4RPZlvKcLt5CI?authuser=0&hl=id&rclk=1,-6.5409232,106.8855729,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQA4jixZuRJiBq6mbjrrHyRMRCgn-kryb4-wsPv8guayLpiYL6lRvcmTnmErEJUE6xz0MYHbvypTgUiIkKHqnfGHTOK2iRioV9MH3wY2VWgIat7d4cd-SPABSoOXWmycVstpXw_imSPFJU=w1200-h800
"Curug Aren, Sentul Forest Club",Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,455.0,"https://www.google.com/maps/place/Curug+Aren,+Sentul+Forest+Club/data=!4m7!3m6!1s0x2e69c703caf2518d:0x8f2b6f31e2a06f45!8m2!3d-6.6183819!4d106.9082798!16s%2Fg%2F11sbkbvnx4!19sChIJjVHyygPHaS4RRW-g4jFvK48?authuser=0&hl=id&rclk=1",-6.6183819,106.9082798,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Garuda Farm Sentul - WISATA EDUKASI ANAK TK DAN SD,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.5,146.0,https://www.google.com/maps/place/Garuda+Farm+Sentul+-+WISATA+EDUKASI+ANAK+TK+DAN+SD/data=!4m7!3m6!1s0x2e69c7fb3e23845b:0xdcd13545ddd61e02!8m2!3d-6.6278944!4d106.9115186!16s%2Fg%2F11fy1kdnq_!19sChIJW4QjPvvHaS4RAh7W3UU10dw?authuser=0&hl=id&rclk=1,-6.6278944,106.9115186,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxb0z--NiuoZw-vi-LH7AHD3IMkyPxkTqKQRooJvHWrr5WYOZgAtcKPpK0mfkuUzi6jrwDQsOInAqCg_TLO8WzhO9kBwXwZYCaBGI3gQQ5k_PE2ed8NX-d0HiHVRwNZmmjuE69-=w1200-h800
Taman Wisata Pasir Putih,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.3,5254.0,https://www.google.com/maps/place/Taman+Wisata+Pasir+Putih/data=!4m7!3m6!1s0x2e69e9a4b53074df:0xa694f89f9e7ef1cb!8m2!3d-6.4330627!4d106.787352!16s%2Fg%2F11b6ggb1x3!19sChIJ33QwtaTpaS4Ry_F-np_4lKY?authuser=0&hl=id&rclk=1,-6.4330627,106.787352,https://lh3.googleusercontent.com/p/AF1QipO4aXItrHPL8Hn4wWQyRDO8YfdVYSy6EpOMsoK7=w1200-h800
ACB TIRTA SPLASH WATERBOOM,Rekreasi,Wisata Rekreasi,Bojonggede,Kabupaten Bogor,4.3,1223.0,https://www.google.com/maps/place/ACB+TIRTA+SPLASH+WATERBOOM/data=!4m7!3m6!1s0x2e69c2329f95f24f:0x59c9f6271b227049!8m2!3d-6.5033027!4d106.8057835!16s%2Fg%2F11btsvdrb6!19sChIJT_KVnzLCaS4RSXAiGyf2yVk?authuser=0&hl=id&rclk=1,-6.5033027,106.8057835,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOexC335u2u2LPrbcDoG1iohwzFEU3RRAsYlptcD8c5gezn1PB4YyWE51fDTjlNFIQ32TFgQzYduPf1r_Xig_M80FuTE2UjCNdDczAKNHq76Iu1nfNlluoBQSsoB1oIv3YYUpS=w1200-h800
Kebun Raya Cibinong,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.3,1641.0,https://www.google.com/maps/place/Kebun+Raya+Cibinong/data=!4m7!3m6!1s0x2e69c1aff61dfdff:0xa2d3c1120fdbcc40!8m2!3d-6.4867793!4d106.8564911!16s%2Fg%2F11c3ymrc1q!19sChIJ__0d9q_BaS4RQMzbDxLB06I?authuser=0&hl=id&rclk=1,-6.4867793,106.8564911,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAHZbQmgkZj4-QXa11PYJakNQvOOxhATy0BC_8vw-6qdWOmTsPeZPR_i7er462fvJ70E5N3grWUMs7Nqh696PKAZyytbSsfcyGEh2BoV3-QIR7tDhTsTDSDgVx6S8huFLVYN6o=w1200-h800
Sapadia outbound,Rekreasi,Wisata Rekreasi,Bojonggede,Kabupaten Bogor,4.4,343.0,https://www.google.com/maps/place/Sapadia+outbound/data=!4m7!3m6!1s0x2e69e944e82850d1:0xbbcde6b2d1467cb6!8m2!3d-6.4383315!4d106.733833!16s%2Fg%2F11nnpjttbw!19sChIJ0VAo6ETpaS4RtnxG0bLmzbs?authuser=0&hl=id&rclk=1,-6.4383315,106.733833,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Wisata Jembatan Gantung Rawayan Bogor,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.6,173.0,https://www.google.com/maps/place/Wisata+Jembatan+Gantung+Rawayan+Bogor/data=!4m7!3m6!1s0x2e69dde4946d22a3:0xbaa4717fc76b3b3f!8m2!3d-6.5280797!4d106.6934433!16s%2Fg%2F11rpd9t4hw!19sChIJoyJtlOTdaS4RPztrx39xpLo?authuser=0&hl=id&rclk=1,-6.5280797,106.6934433,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfj8hsr5L6tbY03KQSMb2YeBGVhGT2zpy8PX5g-tKtmgyx610HLvepmmuzDYHELJtoJP9kgeLCHVLBF0puKCJf-t1Dl06HO1sTJV2VD6MPXB697704uCf-SmrvPrPsZ8r1bVr0=w1200-h800
Bojong Karnival,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.2,142.0,https://www.google.com/maps/place/Bojong+Karnival/data=!4m7!3m6!1s0x2e69c34d1515d5eb:0x1033830781db4c94!8m2!3d-6.4991245!4d106.787731!16s%2Fg%2F11v3_s41jg!19sChIJ69UVFU3DaS4RlEzbgQeDMxA?authuser=0&hl=id&rclk=1,-6.4991245,106.787731,https://lh3.googleusercontent.com/p/AF1QipNBQ9L2dsEmYUkkvNVBx-jFvxFudvrkuSR1P2NA=w1200-h800
Lapangan Siaga,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.3,2243.0,https://www.google.com/maps/place/Lapangan+Siaga/data=!4m7!3m6!1s0x2e69c23e4d927455:0x123c8b110ae647f1!8m2!3d-6.4863389!4d106.7974593!16s%2Fg%2F11c6dcyzbb!19sChIJVXSSTT7CaS4R8UfmChGLPBI?authuser=0&hl=id&rclk=1,-6.4863389,106.7974593,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwskjFG7azbGU5ks77A4JFy4bbFfZUhM3E-x2VXGXqWf8lbz1T4lCgB2YJ9RzPz9c2LfrBpm1c--8dGXsZobnmxhWNQ6pxa1d7B3QM78-kpeq3S-wx4g1-bIbDDC9Ni5OAekKbb=w1200-h800
ECOART PARK Sentul City,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.4,11796.0,https://www.google.com/maps/place/ECOART+PARK+Sentul+City/data=!4m7!3m6!1s0x2e69c6ebc0f289c5:0xf894747033caad39!8m2!3d-6.5687222!4d106.8457512!16s%2Fg%2F11b6x9_n9z!19sChIJxYnywOvGaS4ROa3KM3B0lPg?authuser=0&hl=id&rclk=1,-6.5687222,106.8457512,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQ63qjjoYG4e8I_ySV-7sqrflpXdSz1zCcXdukUwM36qL8TljmZ6I9EHc_YrMxkQgZlR3fWmaMF4Gn3ebFqqZw53itQD3RtPEI9DRcA9OOPWA04ESQX-MF1b362wUBtwyRsjKJqQ=w1200-h800
Taman Cibinong Situ Plaza,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,2635.0,https://www.google.com/maps/place/Taman+Cibinong+Situ+Plaza/data=!4m7!3m6!1s0x2e69c1f522c6c079:0x7555ebbb303d8691!8m2!3d-6.4808326!4d106.8254861!16s%2Fg%2F11dxblb_9v!19sChIJecDGIvXBaS4RkYY9MLvrVXU?authuser=0&hl=id&rclk=1,-6.4808326,106.8254861,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxGgEzaUYRkivBI6tbytRF1pOWr_N-pW_ePXwG9x4vs_c-IkVDvR8uALYb-rAlrM2f0q2uOPnhnih4tuLJSJlJIvJIZXdJwVWzdhU3J_ueWOHrEIQ48hj-nC5xcNUhre6ReZ8Y=w1200-h800
KEBUN BILABONG,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.4,939.0,https://www.google.com/maps/place/KEBUN+BILABONG/data=!4m7!3m6!1s0x2e69c3beb9e24c2d:0xdfccd9ca940f5649!8m2!3d-6.5063597!4d106.7708044!16s%2Fg%2F1pzxst6wh!19sChIJLUziub7DaS4RSVYPlMrZzN8?authuser=0&hl=id&rclk=1,-6.5063597,106.7708044,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Tugu Pancakarsa Sentul,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.7,442.0,https://www.google.com/maps/place/Tugu+Pancakarsa+Sentul/data=!4m7!3m6!1s0x2e69c102371add19:0x712444476b1821dc!8m2!3d-6.5325362!4d106.8533392!16s%2Fg%2F11smfy4mgb!19sChIJGd0aNwLBaS4R3CEYa0dEJHE?authuser=0&hl=id&rclk=1,-6.5325362,106.8533392,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBaRDbJU-zyIoO8V65lcskP6OI2pHIXbsOfyBkb5Qdqt_-LSpQj1jZEXdw-EWXxva-SaVc6FuZVhJuThLoPRLBbVQSVKNuAMZrYfFis3gk6QjByLr0egJ5uMS91JihucXsYXc7KA=w1200-h800
Pemancingan Telaga Elok,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.4,140.0,https://www.google.com/maps/place/Pemancingan+Telaga+Elok/data=!4m7!3m6!1s0x2e69c24c583cb38d:0x241a187382ff2a6f!8m2!3d-6.5033403!4d106.7860704!16s%2Fg%2F11cnd74s9c!19sChIJjbM8WEzCaS4Rbyr_gnMYGiQ?authuser=0&hl=id&rclk=1,-6.5033403,106.7860704,https://lh3.googleusercontent.com/p/AF1QipMjRm8LYsveTKemx41Oxpd8NJynJmrRismowvaj=w1200-h800
Taman Sampora Legok,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,503.0,https://www.google.com/maps/place/Taman+Sampora+Legok/data=!4m7!3m6!1s0x2e69c168b1d82677:0x9271060ec3a74dbc!8m2!3d-6.5000947!4d106.8504357!16s%2Fg%2F11lgjn3wwj!19sChIJdybYsWjBaS4RvE2nww4GcZI?authuser=0&hl=id&rclk=1,-6.5000947,106.8504357,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwO-flpsm-JiEW_MRNUY1KZkxlgVqUwh6zbIPm3DSAbRVzlGd4AR0I0IPgzash7ZQIe6IvR6kXMXLgCk_ZrIeQA4SLalpIZ043NaaGYlPtbUSvaqbgW48M5KOvgTimgxdMQqI-MqQ=w1200-h800
Taman Cinta,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.3,101.0,https://www.google.com/maps/place/Taman+Cinta/data=!4m7!3m6!1s0x2e69c3f7a98be071:0x983000a609428706!8m2!3d-6.5044215!4d106.7827049!16s%2Fg%2F11h8blv190!19sChIJceCLqffDaS4RBodCCaYAMJg?authuser=0&hl=id&rclk=1,-6.5044215,106.7827049,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Marcopolo Water Adventure Bogor,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.5,7110.0,https://www.google.com/maps/place/Marcopolo+Water+Adventure+Bogor/data=!4m7!3m6!1s0x2e69c384e7c466b3:0x1d98d777db19c08f!8m2!3d-6.5475252!4d106.7826826!16s%2Fg%2F11b86vqg83!19sChIJs2bE54TDaS4Rj8AZ23fXmB0?authuser=0&hl=id&rclk=1,-6.5475252,106.7826826,https://lh3.googleusercontent.com/p/AF1QipNvxYjyv41oRW1OmJYsRRH3ezZIirB1YZMf2llp=w1200-h800
Rumah Ibu Waterboom,Rekreasi,Wisata Rekreasi,Bojonggede,Kabupaten Bogor,4.4,912.0,https://www.google.com/maps/place/Rumah+Ibu+Waterboom/data=!4m7!3m6!1s0x2e69c21f6d9b3229:0x1024a83798fe6130!8m2!3d-6.4827787!4d106.8141259!16s%2Fg%2F11g7245d7h!19sChIJKTKbbR_CaS4RMGH-mDeoJBA?authuser=0&hl=id&rclk=1,-6.4827787,106.8141259,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0uWi8SVbp78MUFlaTZtH0ogEBUnWxHUNlnsZw8oB5Iu9Px5znV2UTY5IKBL81ITL7Wn2iC-twE-_120P3LaCMcEf60-o5iN2kQnx2DFx6QWtMZG6iouWJ8TGUS7VdCVDV6Yg=w1200-h800
Kampoeng Wisata Cinangneng,Budaya,Wisata Budaya & Edukasi,Bojonggede,Kabupaten Bogor,4.4,2141.0,https://www.google.com/maps/place/Kampoeng+Wisata+Cinangneng/data=!4m7!3m6!1s0x2e69db4626284d49:0x4490d49b0f325087!8m2!3d-6.5659313!4d106.7114553!16s%2Fg%2F11h0t6fcv!19sChIJSU0oJkbbaS4Rh1AyD5vUkEQ?authuser=0&hl=id&rclk=1,-6.5659313,106.7114553,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtInoOGBAoE6Ggs5_D96B2_hNnIso1hkenZC7iy37hJajLyiUjC2AE2fQM17MkQ522u5bEQdKxIfD4pCssLM5b3WONARdELg0TGiiaOhzkKLbO1z4oSw_IQUV3Fy9B3ksiJVRavA=w1200-h800
Wisata Pesona Alam Pulekan,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,171.0,https://www.google.com/maps/place/Wisata+Pesona+Alam+Pulekan/data=!4m7!3m6!1s0x2e69952f7cb6ec93:0x1aeb912e8e6f0f91!8m2!3d-6.4564433!4d106.9156006!16s%2Fg%2F11qnybv_pm!19sChIJk-y2fC-VaS4RkQ9vji6R6xo?authuser=0&hl=id&rclk=1,-6.4564433,106.9156006,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2pQIOakrlpSH_wqkpBQgO4kX24ik8cbOTHShLLs96ikR3GmbgE0I8kaZl2IblPMOEEbqPMFFeAgUWDGbDFZNTEj_R4ZqBrcSBzEP6UcZsi8qQyKRWaqR6D0BuitYkR6vTAzty=w1200-h800
Pondok Zidane,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.3,3732.0,https://www.google.com/maps/place/Pondok+Zidane/data=!4m7!3m6!1s0x2e69e9adfdd43bad:0x45431d80c58ff462!8m2!3d-6.4334188!4d106.7761686!16s%2Fg%2F11b6tc_bz8!19sChIJrTvU_a3paS4RYvSPxYAdQ0U?authuser=0&hl=id&rclk=1,-6.4334188,106.7761686,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Pasar Tradisional Bojong Gede,Budaya,Wisata Budaya & Edukasi,Bojonggede,Kabupaten Bogor,4.1,1607.0,https://www.google.com/maps/place/Pasar+Tradisional+Bojong+Gede/data=!4m7!3m6!1s0x2e69c238ad2009b7:0x609a4b267e53af23!8m2!3d-6.4895336!4d106.7944942!16s%2Fg%2F11g6903cy6!19sChIJtwkgrTjCaS4RI69TfiZLmmA?authuser=0&hl=id&rclk=1,-6.4895336,106.7944942,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5ywVPQQgJ6qmJI4OGYvZbTjqoEFDTtMzlwXybtOBEUgkMpt-OVfB7r3RBAU8iOhSjxS2nflYQEskzSivPFzYtv_rfLlsBaU8S8cHfPQ3M82iJGtW9ZgLdydhU8MnkmnumoFcUWdUb2y5A=w1200-h800
Gor Aulia Bojong Gede,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.3,186.0,https://www.google.com/maps/place/Gor+Aulia+Bojong+Gede/data=!4m7!3m6!1s0x2e69c2402e355249:0x5fa14d4283fec986!8m2!3d-6.4841016!4d106.7918083!16s%2Fg%2F11c1xfg7xr!19sChIJSVI1LkDCaS4Rhsn-g0JNoV8?authuser=0&hl=id&rclk=1,-6.4841016,106.7918083,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAPulD6siGOLMSr5npaR4U3WNkUwYSEsOei1mrpQITWWDTymsD0cp6SPq7xvHS61o9TfX9XfVhfSeMMzPn3bVO4d5StWloP49LAk8PqOUwaP22e9mT6TJ2FKlhj0udohdZ0SI=w1200-h800
Kampung Wisata Djampang,Budaya,Wisata Budaya & Edukasi,Bojonggede,Kabupaten Bogor,4.4,169.0,https://www.google.com/maps/place/Kampung+Wisata+Djampang/data=!4m7!3m6!1s0x2e69c2ac45b3138b:0xf0d3c72d44a724d3!8m2!3d-6.4732414!4d106.7288187!16s%2Fg%2F11g9drvzzx!19sChIJixOzRazCaS4R0ySnRC3H0_A?authuser=0&hl=id&rclk=1,-6.4732414,106.7288187,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw64XjNJbGGpxDozWG__WnkXc_5k1zw7SAJuAU1wuGd6TyoCRUoCoHaUWqT9TXPdHZrURJk_M9NY5HNufOycfnjNiEdM4qOC3EjqvGmBGGeTpUmf8JnLMc2qpdExbHKdtrVRbrLnQ=w1200-h800
Cibinong Situ Plaza,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,972.0,https://www.google.com/maps/place/Cibinong+Situ+Plaza/data=!4m7!3m6!1s0x2e69c1f30712d1bd:0x994723fbd7ffa3a4!8m2!3d-6.4806288!4d106.8268843!16s%2Fg%2F11gfdtpy8n!19sChIJvdESB_PBaS4RpKP_1_sjR5k?authuser=0&hl=id&rclk=1,-6.4806288,106.8268843,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1o36pZM7S6C86ojwL_mrYZpXPylF5nbBn1avoMll5mDI8k2vC2YEBHJKCUhfkCJ66GVLIU8IE67d6Iw2T9WjLz2DtBqBE8W2_4yt2uI93fY6MMHFq4oGfFFdpK1NFdaEFkIKd=w1200-h800
Taman Pinus Bilabong,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,1884.0,https://www.google.com/maps/place/Taman+Pinus+Bilabong/data=!4m7!3m6!1s0x2e69c3457601095d:0x6d5a62ff4bd5266d!8m2!3d-6.5061181!4d106.7694829!16s%2Fg%2F11hzl_4fm6!19sChIJXQkBdkXDaS4RbSbVS_9iWm0?authuser=0&hl=id&rclk=1,-6.5061181,106.7694829,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXA9lEC6shsNPBWE8_PsVZDUoCinnzY_0k2LvZjVQt8Iy4c0zZlkVtcw6P28UcUKkEmMNZSkI7RM7IPMs2FW77oCQnKOwjv0PkYrQ2kP2FhXBa4cPCRTdEx5OfNF2Z7NS2Iqc=w1200-h800
Leuwi Kunten Sentul Bogor,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.3,1793.0,https://www.google.com/maps/place/Leuwi+Kunten+Sentul+Bogor/data=!4m7!3m6!1s0x2e69b9b3ba4bab7f:0x55c0be75aa77f03d!8m2!3d-6.578766!4d106.9189104!16s%2Fg%2F11n73frrc8!19sChIJf6tLurO5aS4RPfB3qnW-wFU?authuser=0&hl=id&rclk=1,-6.578766,106.9189104,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5G_xYxhtztXTcoVFIoeItUjoRy0u_L6WisuWLePmlBWYdH-Syz7bWm3scTX7-0JVZe3MdbFBmNtGBmKOpExS89JXvtmbjLy9xinCgAs6dpxuTCOAb8SmTaDSjUAHoSHIQ_OI=w1200-h800
JungleLand Adventure Theme Park,Rekreasi,Wisata Rekreasi,Bojonggede,Kabupaten Bogor,4.4,31214.0,https://www.google.com/maps/place/JungleLand+Adventure+Theme+Park/data=!4m7!3m6!1s0x2e69c7094bce937d:0x4adbce6cd63515dd!8m2!3d-6.5722214!4d106.8947026!16s%2Fg%2F1hm50d40n!19sChIJfZPOSwnHaS4R3RU11mzO20o?authuser=0&hl=id&rclk=1,-6.5722214,106.8947026,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNniVw7vCfMNHijBCxIdJ09e2XokVPIkA_UmIApGGLGcQ7_TXcJpwaPdC0eLxll-uH_FdGut285OgE2xKX348SpXezscfo7O7WcBI6GZpb_thUh98BY6g_bvweUz1uelZG6nEd=w1200-h800
Taman Setu,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,168.0,https://www.google.com/maps/place/Taman+Setu/data=!4m7!3m6!1s0x2e69c3ac20bd3c7f:0xf236d61f4b822043!8m2!3d-6.5105689!4d106.7785082!16s%2Fg%2F11c6cph433!19sChIJfzy9IKzDaS4RQyCCSx_WNvI?authuser=0&hl=id&rclk=1,-6.5105689,106.7785082,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Situ Cibinong,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.4,1515.0,https://www.google.com/maps/place/Situ+Cibinong/data=!4m7!3m6!1s0x2e69c1d147e926cb:0xb6b6e6430f93bba1!8m2!3d-6.4675888!4d106.8577301!16s%2Fg%2F11c27d0yw0!19sChIJyybpR9HBaS4RobuTD0PmtrY?authuser=0&hl=id&rclk=1,-6.4675888,106.8577301,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Bedugu Rod,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.5,195.0,https://www.google.com/maps/place/Bedugu+Rod/data=!4m7!3m6!1s0x2e69ddaf0d6fb74b:0xeedbf3933c90f5e6!8m2!3d-6.5017934!4d106.7156041!16s%2Fg%2F11h3_d_9yc!19sChIJS7dvDa_daS4R5vWQPJPz2-4?authuser=0&hl=id&rclk=1,-6.5017934,106.7156041,https://lh3.googleusercontent.com/p/AF1QipMRUe1BP3qj946zxImYFhbNqG4upAAtn1EZiCVl=w1200-h800
Atsiri Permai,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.6,178.0,https://www.google.com/maps/place/Atsiri+Permai/data=!4m7!3m6!1s0x2e69e9e9d7cae239:0xbd6c54bdf775a975!8m2!3d-6.4448292!4d106.7913714!16s%2Fg%2F11fpmjynmf!19sChIJOeLK1-npaS4Rdal1971UbL0?authuser=0&hl=id&rclk=1,-6.4448292,106.7913714,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxG5-8Evh99Kw5u9VdzDRcYn8-TwnjVQlgNo0IqSoFuGvw_EGJgKKFW9GRgEYhGFom9ho0D8khnDJUKBy1PevExGnWmrb7cDX97CnGfST-pQp4Dp7quUpcmPgCiBMrUypalN9DC=w1200-h800
Situ Cikaret Cibinong,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,1542.0,https://www.google.com/maps/place/Situ+Cikaret+Cibinong/data=!4m7!3m6!1s0x2e69c179b2e19e17:0x3b6b7e37bade090c!8m2!3d-6.4691594!4d106.8336014!16s%2Fg%2F11fm5x7t8n!19sChIJF57hsnnBaS4RDAneujd-azs?authuser=0&hl=id&rclk=1,-6.4691594,106.8336014,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxv3-bNtRWLj_s4CvU7L7dxXwlm3UzO-4L4kIjabeTMKpNx8DdORMFDXOuBgFVe_Q094BjoU4hKRoxY0iIFFgsY_nhmABE9d0utOPTS1-ARPBt58ob-lPEtxE9acm6rLmr0IPKkJQ=w1200-h800
"Rafting Bogor, Arung Jeram Cisadane ( Green Rafting Adventure )",Alam,Wisata Alam,Caringin,Kabupaten Bogor,4.8,110.0,"https://www.google.com/maps/place/Rafting+Bogor,+Arung+Jeram+Cisadane+%28+Green+Rafting+Adventure+%29/data=!4m7!3m6!1s0x2e69cf8ab5e1528b:0xcc4ddc5c8a10e6a7!8m2!3d-6.7020968!4d106.816874!16s%2Fg%2F11h4nbfgnm!19sChIJi1LhtYrPaS4Rp-YQilzcTcw?authuser=0&hl=id&rclk=1",-6.7020968,106.816874,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyadygr3Ed5oLXQBlI7gSS2lXvi9nW3LZn15gETKXKuTzM8EAQDsDPhXsPacPcpdt3YHmMiaNrIn1Q4K3sctFLE1cuYscSdVcdwuE4Vv23GqR_QnG_1J-1bV15ZK8dluJjGwRmS-jB0gSo=w1200-h800
TIRTA KAMALAYAN,Umum,Lainnya,Caringin,Kabupaten Bogor,4.5,174.0,https://www.google.com/maps/place/TIRTA+KAMALAYAN/data=!4m7!3m6!1s0x2e69cbaf572b5a35:0x2c406787064e8a37!8m2!3d-6.7162209!4d106.8404203!16s%2Fg%2F11fj0_9jq8!19sChIJNVorV6_LaS4RN4pOBodnQCw?authuser=0&hl=id&rclk=1,-6.7162209,106.8404203,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzwDcTFjlvAyfBoEOMLR2ShgUbL6Yd3qtQpeoLCEI2-wXmGBtq5qC4tdTcuh6bLQlfn3j7NurRToFP4w0j7Zv1Vt5zifafk_Tc3v6hvkYygNlJJX4tcX6jHL_2YIpZ_qRqpPA=w1200-h800
Cibalung Happy Land,Umum,Lainnya,Caringin,Kabupaten Bogor,4.3,2203.0,https://www.google.com/maps/place/Cibalung+Happy+Land/data=!4m7!3m6!1s0x2e69c5f91a892d81:0x63305eba169d93b2!8m2!3d-6.6904785!4d106.8083937!16s%2Fg%2F1hm2h_629!19sChIJgS2JGvnFaS4RspOdFrpeMGM?authuser=0&hl=id&rclk=1,-6.6904785,106.8083937,https://lh3.googleusercontent.com/p/AF1QipMELAqFm1nUFEvwhaHs4o994ddn_me3zhfDFMB4=w1200-h800
